Name,Actual_PublishMonth,Predicted_PublishMonth
The Hocus-Pocus Dilemma,12,8
Austin Roberts: A Lifelong Devotion To South Africa's Birds And Beasts,1,1
"Some People, Some Other Place",4,1
High Altitude Attitudes: Six Savvy Colorado Women,4,3
The Midnight Hour: Canadian Accounts of Eerie Experiences,2,8
Storie 56: Gregory Corso - Deluge,5,12
Arthritis Relief at Your Fingertips: Your Guide to Easing Aches and Pains Without Drugs,7,1
The Art and Craft of Problem Solving,8,9
Ghosts of Key West,10,7
Schaum's Outline of Optics,11,1
The Cinnamon Peeler: Selected Poems,1,6
Resolutions: Contemporary Video Practices,12,12
Home Fires (Deborah Knott Mysteries #6),4,2
"Hogarth: The Modern Moral Subject, 1697-1732",5,1
Mob Nemesis: How the FBI Crippled Organized Crime,5,3
Back Talk,7,4
Aqua,11,8
Hitched!: Wedding Stories from San Francisco City Hall,9,12
The Reinvention of Ignazio Silone,11,1
KC's Problems and Solutions for Microelectronic Circuits,1,11
The Man With the Little Dog,7,5
Let This Mind Be in You: Thinking Thoughts of Jesus,10,9
The Three Voyages Of Captain Cook,1,1
More Fat Quarter Quilts,12,9
Rome is Love Spelled Backward: Enjoying Art and Architecture in the Eternal City,6,4
"Fireworks (Loveswept, No 862)",11,1
State of the Union: Unionism and the Alternatives in the United Kingdom Since 1707,12,12
Le Parfum,1,10
Stuff,1,4
Fascism in Western Europe Nineteen Hundred to Nineteen Forty-Five,3,6
Hackers,7,1
"Winston S. Churchill, Volume VII: Road to Victory 1941-1945",6,4
The Essence of Zen,9,5
The Excellent Path to Enlightenment,1,5
Scientific Detectors for Astronomy 2005 : Explorers of the Photon Odyssey (Astrophysics and Space Science Library) (Astrophysics and Space Science Library),4,10
Handbook of Combinatorial Optimization: Supplement Volume a,10,1
The Complete Idiot's Guide to Gambling Like a Pro,5,10
The Great Pyramid: Ancient Egypt Revisited,4,6
Quest: The Essence of Humanity,7,10
Roarr: Calder's Circus,5,2
A Strong-Minded Woman: The Life of Mary Livermore,10,12
La Vuelta Al Mundo En 80 AnÌƒos: Memorias,1,1
You're Our Child,1,1
"Zuleika Dobson: Or, an Oxford Love Story",1,5
50 Years Down a Country Road,11,5
Mozart and Leadbelly: Stories and Essays,12,4
Conversations with Wole Soyinka,5,1
John Milton: Complete Poems and Major Prose,12,1
Un Negocio Arriesgado,12,11
The Seven Wise Princesses: A Medieval Persian Epic,8,2
A Practical Guide to Dragons,9,8
"From Head to Toe: Bound Feet, Bathing Suits, and Other Bizarre and Beautiful Things",9,3
Compleat Female Stage Beauty,8,1
Images of Women in Chinese Thought and Culture: Writings from the Pre-Qin Period through the Song Dynasty,6,9
"Invasions (Gambler's Star, #3)",5,1
"The Male Couple's Guide: Finding a Man, Making a Home, Building a Life",5,2
English Breakfast,11,3
"Easter Island: Archaeology, Ecology, and Culture",1,1
Fritz Perls,4,11
The Dance of Change: The challenges to sustaining momentum in a learning organization,3,8
The Journals of Rachel Scott: A Journey of Faith at Columbine High,3,9
The New Cosmic Onion: Quarks and the Nature of the Universe,12,1
"Footsteps Across the Confederacy: Missouri, Kentucky and Tennessee",5,5
Reeling in the Years: Gay Men's Perspectives on Age and Ageism,9,4
"The Good Web Site Guide 2006: The Completely Revised, Best-Selling Guide to Over 5000 Sites",8,12
Rayven's Awakening,7,1
The Pinkening Boy,1,1
Best Women's Erotica 2001,11,10
The House of Horus at Edfu: Ritual in an Ancient Egyptian Temple,12,9
After Hours: Conversations with Lawrence Block,2,9
The Measure of All Things : The Seven-Year Odyssey and Hidden Error That Transformed the World,10,9
Term Limits in State Legislatures,4,1
Top Ten of Everything 2006,10,4
"Mother, Help Me Live (One Last Wish, #3)",6,1
"Runnin' with the Big Dogs: The True, Unvarnished Story of the Texas-Oklahoma Football Wars",8,4
Capitalism Capitalism Capitalism Capitalism Capitalism,10,3
Legal Highs: Concise Encyclopedia of Legal Herbs and Chemicals with Psychoactive Properties (Twentieth century alchemist series),5,1
The Complete Book of Softball: The Loonies' Guide to Playing and Enjoying the Game,11,1
Recent Advances in the Study of Bats,7,1
Can't Win With You 1,8,4
"Paul Blaisdell, Monster Maker: A Biography of the B Movie Makeup and Special Effects Artist",11,4
Projections 3,3,4
Family Day Care: Out of the Shadows & Into the Limelight,3,1
Can't Catch Me: And Other Twice-Told Tales,4,12
"Birthright: The Guide to Search and Reunion for Adoptees, Birthparents,and Adoptive...",6,1
Snow Falling On Cedars,10,11
Seascape With Sharks and Dancer,9,7
The Portrait of a Lady: In Half the Time,10,5
"The Swords Trilogy (Corum, #1-3)",4,8
Blue Horizons: Faces and Places from a Bicycle Journey Along the Blue Ridge Parkway,6,8
Just Call Me Joe,10,4
On My Country and the World,10,3
Robinson Jeffers and a Galaxy of Writers: Essays in Honor of William H. Nolte,5,1
Anger Mountain,3,3
"The Marvelous Land of Oz (Books of Wonder) (Oz, #2)",9,1
An Open Swimmer,7,10
On Nineteen Eighty-Four: Orwell and Our Future,5,12
By the Lake of Sleeping Children,9,1
The American Woman in the Chinese Hat,10,2
"The Philosophy of Antonio Negri, Volume One: Resistance in Practice",7,12
Folk Festivals: A Handbook for Organization and Management,12,1
My Biggest O: Gay Men Describe the Best Sex They Ever Had,11,1
Don't Call Me Crazy! I'm Just in Love,1,4
The Song of the Cardinal,11,8
The Power of Culture: Critical Essays in American History,4,8
How Computers Work (1st Edition),11,3
Culinary Comedy in Medieval French Literature,11,1
"Crazy John and the Bishop, and Other Essays on Irish Culture",1,1
The Wavering Knife,3,5
"Grave Apparel (Crime of Fashion, #5)",7,6
Proof of Concept,1,3
Hotel Faust,1,3
James Fenimore Cooper: The Early Years,6,3
Reading Lolita in Tehran: A Memoir in Books,12,9
"í•´ë¦¬ í¬í„°ì™€ ë§ˆë²•ì‚¬ì˜ ëŒ 2 (Harry Potter #1, part 2 of 2)",1,2
The Topiary Garden,3,3
Stone,3,2
The Schemer and the Dreamer: God's Way to the Top,1,10
Poe's Heart and the Mountain Climber: Exploring the Effect of Anxiety on Our Brains and Our Culture,11,3
The Cosmic Web: Scientific Field Models and Literary Strategies in the Twentieth Century,7,9
Southern Railway,12,1
Scavenger Hunt,6,11
I Love Bear (Super Coloring Time),3,1
The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,9,2
"The Republic Reborn: War and the Making of Liberal America, 1790-1820",8,12
Shattered,3,1
Dressed to Slay (Darkheart & Crosse Trilogy #1),10,4
BEN FRANKLIN'S GLASS ARMONICA,1,12
Powers of Desire: The Politics of Sexuality,1,9
Stream Ecology: Structure and Function of Running Waters,7,1
The Independent Walker's Guide to Ireland: 35 Memorable Walks in Ireland's Green Countryside,2,1
Lonely Planet Philadelphia & the Pennsylvania Dutch Country,4,9
Return of the Children of Light: Incan and Mayan Prophecies for a New World,8,8
"Unfashionable Observations (The Complete Works of Friedrich Nietzsche, #2)",12,5
Gods of the City: Religion and the American Urban Landscape,7,10
Patience is a Virtue,7,2
Silent Stalker,4,5
When I Loved Myself Enough,11,11
Riyad Al Saleheen,8,1
The Case of the Red Hot Possum (New Sugar Creek Gang #1),2,1
Open Minds to Equality: A Sourcebook of Learning Activities to Affirm Diversity and Promote Equity,10,6
Shot at Dawn: Executions in World War One by Authority of the British Army ACT,5,7
"Foghorn Outdoors California Waterfalls: More Than 200 Falls You Can Reach by Foot, Car, or Bike",6,7
Famine,10,4
Mythology and Misogyny: The Social Discourse of Nineteenth-Century British Classical-Subject Painting,1,1
For Men Only Discussion Guide: A Companion to the Bestseller about the Inner Lives of Women,9,1
"Hunting Midnight (Midnight, #2)",11,10
Technology Management: Developing and Implementing Effective Technology Licensing Programs,3,1
Heretics or Daughters of Israel?: The Crypto-Jewish Women of Castile,2,1
Blood Sport: The President and His Adversaries,2,12
Lethal Passage: How the Travels of a Single Handgun Expose the Roots of America's Gun Crisis,1,8
Perle de Lune,4,12
How Would You Move Mount Fuji?: Microsoft's Cult of the Puzzle: How the World's Smartest Companies Select the Most Creative Thinkers,5,11
Fletch Chronicle Three: Fletch's Fortune; Fletch's Moxie; Fletch and the Man Who,11,1
George Mackley: Wood Engraver.,12,1
The New York Times Cook Book (Revised Edition),4,9
"New York Times Practical Traveler Handbook:, The: An A-Z Guide for Being Well Prepared on Trips of All Kinds",4,1
Das Erzaehlerische Werk Oscar Wildes,8,1
The Complete Guide to Rubber Stamping: Design and Decorate Gifts and Keepsakes Simply and Beautifully with Rubber Stamps,4,5
"The Secret (Teenage Mutant Ninja Turtles, #2)",4,10
Poor People,2,3
No More Teacher's Dirty Looks,1,1
Aristotle's Poetics for Screenwriters: Storytelling Secrets from the Greatest Mind in Western Civilization,8,10
Diminutive Drifters,5,1
"Excuses, Excuses, Excuses: For Not Delivering Excellent Customer Service --- And What Should Happen!",1,10
Best of Creedence Clearwater Revival,5,1
Rousseau Moon,3,1
"Nuts to Nightingale (Sweet Pickles, #14)",12,12
Introduction to Sociology,3,2
"Calling in ""The One"": 7 Weeks to Attract the Love of Your Life",2,8
The Figure: The Step-by-Step Approach to Drawing and Construction,1,9
Santa Biblia: The Bible Through Hispanic Eyes,2,8
Spc Simplified: Practical Steps to Quality,1,10
Lombardi,9,2
The Case for Palestine: An International Law Perspective,2,9
Knit Socks!: 17 Classic Patterns for Cozy Feet,9,1
A Rage for Rock Gardening,9,2
The Feynman Lectures on Physics Vol 3,9,8
Conversation in Spanish: Points of Departure,1,1
The Dream of Scipio,6,9
Problem-Based Learning in a Health Sciences Curriculum,8,1
"A Supplement To Mr. Warburton's Edition Of Shakespear, Being The Canons Of Criticism, And Glossary.",1,1
G Is for One Gzonk!: An Alpha-number-bet Book,9,5
In Search of Iraq: From Baghdad to Babylon,2,2
Afghanistan: A Short History of Its People and Politics,9,9
"Killing Me Softly (Gil Mayo, #10)",1,11
"The Plum in the Golden Vase Or, Chin P'Ing Mei, Volume Three: The Aphrodisiac",4,8
Reporting Vietnam: Media and Military at War,10,12
Jesus: A Meditation on His Stories and His Relationships with Women,3,2
Early Socratic Dialogues,8,9
"Juan Bautista De Anza: Basque Explorer In The New World, 1693-1740",8,12
The Lenten Labyrinth,1,4
Lands of Memory,6,9
A Study Guide to Gabriel Garcia Marquez' One Hundred Years of Solitude,4,10
"Noah's Flood, Joshua's Long Day, and Lucifer's Fall: What Really Happened?",1,12
"Death in the Setting Sun (John Rawlings, #10)",3,7
The Sexual Organization of the City,11,4
Damned for Despair,1,1
The Wave 4 Way to Building Your Downline,9,12
The Dogs Bark,10,8
"The Other Wind (Earthsea Cycle, #6)",9,5
Understanding the Sacrifice: Sacrifice Your Way to Success,11,1
Perros (Baby Einstein: Libros regordetes),1,1
Pockets of Hope: How Students and Teachers Change the World,10,1
Sailor Moon 3. Die Macht des Dunklen KÃ¶nigreichs,3,10
Journey by Moonlight,1,8
Como superar las perdidas en la vida,1,1
Web Accessibility: Web Standards and Regulatory Compliance,4,4
Shared Values; First Counsel,10,12
About the Sleeping Beauty,1,10
Black and White Stories of Erskine Caldwell,11,7
The Secret of the Mystery Mansion & the Ghost in the Sugar House,5,1
"Russians in Germany: A History of the Soviet Zone of Occupation, 1945-1949",9,10
The Other Side of the Moon: The Life of David Niven,1,1
Immer lustig in BullerbÃ¼,1,3
Cranky (The Whimsies storybooks),9,1
"Donald Judd Furniture: Retrospective:  [Tentoonstelling Van Meubels] Museum Boymans Van Beuningen, Rotterdam 25/4 20/6 1993, Villa Stuck, MuÌˆNchen 29/7 3/10 1993",8,1
Howard Hughes: Aviator,10,10
Red Flags & Red Tape,10,12
"Mission to World War II (Time Machine, No 11)",2,12
"Full Metal Panic! Volume 9 (Full Metal Panic!, #9)",4,7
The Money Burn,11,11
Hypnotize This!: Secrets Hypnosis Principles and Techniques,12,1
A School Named for Someone Like Me/Una Escuela Con Un Nombre Como El Mio,5,1
"Lost Illusions: American Cinema in the Shadow of Watergate and Vietnam, 1970-1979 (History of the American Cinema, #9)",3,1
Women's Issues in Amy Tan's the Joy Luck Club,12,1
The Iliad & The Odyssey,1,6
Fourier Series,4,9
"Specials (Uglies, #3)",5,4
By the Grace of Guile: The Role of Deception in Natural History and Human Affairs,3,12
"The Lion and the Tiger: The Rise and Fall of the British Raj, 1600-1947",4,3
The Gospel in Disney,1,9
B-25 Mitchell in Action - Aircraft No. 34,6,1
Under the Stars (Dolphin Diaries #4),11,5
Everyday Drinking,5,12
Daughters of a Coral Dawn,9,10
Starting an Online Business for Dummies,4,5
Purity of Heart is to Will One Thing: Spiritual Preparation for the Office of Confession,8,10
Wordsworth's Philosophic Song,12,1
"Death in the West Wind (John Rawlings, #7)",2,10
Novemberfest,9,1
Structural Yoga Therapy: Adapting to the Individual,1,4
Animal Instincts,1,9
Confucian Feminist: Memoirs of Zeng Baosun 1893-1978 (Transactions of the American Philosophical Society) (Transactions of the American Philosophical Society),2,1
The Video Game Theory Reader,8,7
Intimacy with God: Revised and Updated: A Bible Study in the Psalms,11,9
Secrets of Power Salary Negotiating: Inside Secrets From a Master Negotiator,6,10
Old Town New,3,1
"Brazil Through the Eyes of William James: Letters, Diaries and Drawings, 1865-66",10,11
Incident at Badamya,3,7
Sign Language: The Study of Deaf People and Their Language,2,12
Program CC: Introductory Version,8,1
"Confluences: Postcolonialism, African American Literary Studies, and the Black Atlantic",8,12
Beauty and the Beast: Visions and Revisions of an Old Tale,12,7
"Eye of the Wolf (Wind River Reservation, #11)",9,11
Democracy Assemblages,12,1
Perry Poops,3,1
Samurai Commanders (2): 1577â€“1638,8,12
NTC's Preparation Book for the TOEFL,1,1
Understanding Facilitation: Theory & Principles,9,1
The Fallen,5,10
Statutes and Conventions on Private International Law,1,12
"The Wyndham Legacy (Legacy, #1)",9,7
Jean-Honore Fragonard: Life and Work: Complete Catalogue of the Oil Paintings,10,9
Woman Hollering Creek & The House on Mango Street,3,1
The Corset Diaries,5,7
Pandora Drive,4,8
"Sidekicks (Sidekicks, #1)",9,4
"National Geographic Driving Guide to America, Pacific Northwest (NG Driving Guides)",3,1
Perspectives in Nuclear Physics at Intermediate Energy - Proceedings of the 6th Workshop,2,1
The Capacity to Punish,2,1
Big Players and the Economic Theory of Expectations,9,1
First-Time: The Historical Vision of an African American People,9,4
How Could You Do This to Me?,8,12
Valentine: A Love Story,2,4
"Cryptography, Information Theory, and Error-Correction: A Handbook for the 21st Century",12,1
My Dream of Martin Luther King,12,9
Willehalm-Rezeption in Der Arabel Ulrichs Von Dem Tuerlin,10,1
Psychiatric Treatment of Sexual Offenders: Treating the Past Traumas in Traumatizers: A Bio-Psycho-Social Perspective,4,1
George Washington's Indispensable Men,12,2
The Legend Of Zelda: Oracle Of Seasons,12,4
Migraine: 50 Essential Things to Do,11,10
Le Choc Amoureux,1,6
The Catalyst and Other Works,11,1
The Elements of Technical Writing (Elements of Series),12,6
Shower of Heavenly Roses: Stories of the intercession of St. Therese of Lisieux,10,4
"Phoenix, Vol. 10: Sun, Part 1",3,6
Realizing Rights: Transforming Approaches to Sexual and Reproductive Well-Being,1,1
Portraits of the Artist: Psychoanalysis of Creativity and Its Vicissitudes,3,4
Effective Horse and Pony Management: A Failsafe System,1,1
Chess Endings: Essential Knowledge,7,11
Las Vacaciones del Pequeno Nicolas,12,1
Reminiscences of a Kremlin Commandant,12,1
Experiments with Alternate Currents of High Potential and High Frequency,11,7
"The Dynamics, Structure, and History of Galaxies: A Workshop in Honour of Professor Ken Freeman Proceedings of a Meeting Held at Dunk Island Resort, Dunk ... Society of the Pacific Conference Ser)",1,1
Tracy and Hepburn,10,8
"The Fear Street Saga Collection  (The Fear Street Saga Trilogy, #1-3: The Fear Street Saga, #1-3)",11,4
Investigative Interviewing,7,3
Isfahan Is Half the World: Memories of a Persian Boyhood,7,12
The Reason for a Flower,2,5
Masterwork Studies Series: The Catcher in the Rye (Paperback),5,1
Aveux Et Anathemes,1,6
"Giver of Roses (Guardians of Gadiel, #1)",12,3
Everyday Stalinism: Ordinary Life in Extraordinary Times: Soviet Russia in the 1930s,5,2
"War, Wine, and Taxes: The Political Economy of Anglo-French Trade, 1689-1900",7,5
Why Did the Heavens Not Darken,10,6
The Media Matrix: Deepening the Context of Communication Studies,7,1
"Weber and the Persistence of Religion: Social Theory, Capitalism & the Sublime",5,8
"Deep Economy: Caring for Ecology, Humanity and Religion",11,1
Through the Years: Tears of the Renegade/Golden Lasso/Baby Blessed,12,10
